@relation postag

@attribute word string
@attribute tag_two_before string
@attribute tag_before string
@attribute tag string

@data
Soetomo, PROPN, PUNCT, PROPN
dan, PUNCT, PROPN, CCONJ
Herman, PROPN, CCONJ, PROPN
Kartawisastra, CCONJ, PROPN, PROPN
organisasi, PROPN, PROPN, NOUN
ini, PROPN, NOUN, DET
berubah, NOUN, DET, VERB
nama, DET, VERB, NOUN
menjadi, VERB, NOUN, VERB
Indonesische, NOUN, VERB, PROPN
Vereeniging, VERB, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Masing, UNKNOWN2, UNKNOWN1, DET
-, UNKNOWN1, DET, PUNCT
masing, DET, PUNCT, DET
jenis, PUNCT, DET, ADJ
filsafat, DET, ADJ, NOUN
merupakan, ADJ, NOUN, VERB
suatu, NOUN, VERB, DET
sistem, VERB, DET, NOUN
-, DET, NOUN, PUNCT
sistem, NOUN, PUNCT, NOUN
pemikiran, PUNCT, NOUN, NOUN
yang, NOUN, NOUN, PRON
luas, NOUN, PRON, ADJ
dan, PRON, ADJ, CCONJ
plural, ADJ, CCONJ, ADJ
xDOT, CCONJ, ADJ, PUNCT
Tari, UNKNOWN2, UNKNOWN1, PROPN
Kreasi, UNKNOWN1, PROPN, PROPN
identik, PROPN, PROPN, ADJ
dengan, PROPN, ADJ, ADP
R, ADJ, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
Tjetje, PROPN, PUNCT, PROPN
Somantri, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
maka, PROPN, PUNCT, SCONJ
tak, PUNCT, SCONJ, PART
heran, SCONJ, PART, ADJ
jika, PART, ADJ, SCONJ
beberapa, ADJ, SCONJ, DET
penari, SCONJ, DET, NOUN
Sunda, DET, NOUN, PROPN
terkemuka, NOUN, PROPN, ADJ
kebanyakan, PROPN, ADJ, DET
pernah, ADJ, DET, ADV
belajar, DET, ADV, VERB
kepadanya, ADV, VERB, NOUN
xCOMMA, VERB, NOUN, PUNCT
di, NOUN, PUNCT, ADP
antaranya, PUNCT, ADP, ADP
Tb, ADP, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
Maktal, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Enoch, PROPN, PUNCT, PROPN
Atmadibrata, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Irawati, PROPN, PUNCT, PROPN
Durban, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Indrawati, PROPN, PUNCT, PROPN
Lukman, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
R, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Ahmad, PROPN, PUNCT, PROPN
Basah, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
R, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Nani, PROPN, PUNCT, PROPN
Suwarni, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Ani, PROPN, PUNCT, PROPN
Satriyah, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Tb, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Atet, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
R, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Dida, PROPN, PUNCT, PROPN
Hasanudin, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
R, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Tien, PROPN, PUNCT, PROPN
Sri, PUNCT, PROPN, PROPN
Kartini, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Kustilah, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Herlina, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Imas, PROPN, PUNCT, PROPN
Sonianingsih, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
R, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Yuyun, PROPN, PUNCT, PROPN
Kusumahdinata, PUNCT, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Edmund, UNKNOWN2, UNKNOWN1, PROPN
II, UNKNOWN1, PROPN, PROPN
atau, PROPN, PROPN, CCONJ
Eadmund, PROPN, CCONJ, PROPN
II, CCONJ, PROPN, PROPN
(, PROPN, PROPN, PUNCT
988, PROPN, PUNCT, NUM
/, PUNCT, NUM, SYM
993, NUM, SYM, NUM
–, SYM, NUM, PUNCT
30, NUM, PUNCT, NUM
November, PUNCT, NUM, PROPN
1016, NUM, PROPN, NUM
), PROPN, NUM, PUNCT
xCOMMA, NUM, PUNCT, PUNCT
dinamai, PUNCT, PUNCT, VERB
xDOUBQUOT, PUNCT, VERB, PUNCT
Ironside, VERB, PUNCT, PROPN
xDOUBQUOT, PUNCT, PROPN, PUNCT
untuk, PROPN, PUNCT, ADP
usahanya, PUNCT, ADP, NOUN
menahan, ADP, NOUN, VERB
invasi, NOUN, VERB, NOUN
Denmark, VERB, NOUN, PROPN
yang, NOUN, PROPN, PRON
dipimpin, PROPN, PRON, VERB
oleh, PRON, VERB, ADP
Raja, VERB, ADP, PROPN
Canute, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
adalah, PROPN, PUNCT, AUX
raja, PUNCT, AUX, NOUN
Inggris, AUX, NOUN, PROPN
dari, NOUN, PROPN, ADP
23, PROPN, ADP, NUM
April, ADP, NUM, PROPN
sampai, NUM, PROPN, ADP
30, PROPN, ADP, NUM
November, ADP, NUM, PROPN
1016, NUM, PROPN, NUM
xDOT, PROPN, NUM, PUNCT
Bagaimana, UNKNOWN2, UNKNOWN1, ADV
dengan, UNKNOWN1, ADV, ADP
Bu, ADV, ADP, PROPN
Acih, ADP, PROPN, PROPN
yang, PROPN, PROPN, PRON
juga, PROPN, PRON, ADV
telanjur, PRON, ADV, ADJ
sayang, ADV, ADJ, VERB
kepada, ADJ, VERB, ADP
Sinar, VERB, ADP, PROPN
?, ADP, PROPN, PUNCT
Dan, UNKNOWN2, UNKNOWN1, CCONJ
meskipun, UNKNOWN1, CCONJ, SCONJ
aku, CCONJ, SCONJ, PRON
mungkin, SCONJ, PRON, ADV
tidak, PRON, ADV, PART
dimakamkan, ADV, PART, VERB
secara, PART, VERB, ADP
besar-besaran, VERB, ADP, NOUN
xCOMMA, ADP, NOUN, PUNCT
haruskah, NOUN, PUNCT, ADV
aku, PUNCT, ADV, PRON
mati, ADV, PRON, VERB
di, PRON, VERB, ADP
atas, VERB, ADP, ADP
jalan, ADP, ADP, NOUN
?, ADP, NOUN, PUNCT
Kedongdong, UNKNOWN2, UNKNOWN1, PROPN
adalah, UNKNOWN1, PROPN, AUX
desa, PROPN, AUX, NOUN
di, AUX, NOUN, ADP
kecamatan, NOUN, ADP, PROPN
Susukan, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Cirebon, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Jawa, PROPN, PUNCT, PROPN
Barat, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Indonesia, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
SURO, UNKNOWN2, UNKNOWN1, PROPN
SEDONO, UNKNOWN1, PROPN, PROPN
1887, PROPN, PROPN, NUM
-, PROPN, NUM, PUNCT
1899, NUM, PUNCT, NUM
3, PUNCT, NUM, NUM
xDOT, NUM, NUM, PUNCT
Setelah, UNKNOWN2, UNKNOWN1, ADP
selesai, UNKNOWN1, ADP, VERB
xCOMMA, ADP, VERB, PUNCT
pulau, VERB, PUNCT, NOUN
ini, PUNCT, NOUN, DET
akan, NOUN, DET, ADV
dilingkari, DET, ADV, VERB
oleh, ADV, VERB, ADP
Dubai, VERB, ADP, PROPN
Waterfront, ADP, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Pada, UNKNOWN2, UNKNOWN1, ADP
tahun, UNKNOWN1, ADP, NOUN
1956, ADP, NOUN, NUM
xCOMMA, NOUN, NUM, PUNCT
International, NUM, PUNCT, PROPN
Committee, PUNCT, PROPN, PROPN
for, PROPN, PROPN, PROPN
Weights, PROPN, PROPN, PROPN
and, PROPN, PROPN, PROPN
Measures, PROPN, PROPN, PROPN
(, PROPN, PROPN, PUNCT
CIPM, PROPN, PUNCT, PROPN
), PUNCT, PROPN, PUNCT
xCOMMA, PROPN, PUNCT, PUNCT
dibawah, PUNCT, PUNCT, ADP
mandat, PUNCT, ADP, NOUN
yang, ADP, NOUN, PRON
diberikan, NOUN, PRON, VERB
oleh, PRON, VERB, ADP
General, VERB, ADP, PROPN
Conference, ADP, PROPN, PROPN
on, PROPN, PROPN, PROPN
Weights, PROPN, PROPN, PROPN
and, PROPN, PROPN, PROPN
Measures, PROPN, PROPN, PROPN
(, PROPN, PROPN, PUNCT
CGPM, PROPN, PUNCT, PROPN
), PUNCT, PROPN, PUNCT
ke, PROPN, PUNCT, ADP
sepuluh, PUNCT, ADP, NUM
pada, ADP, NUM, ADP
tahun, NUM, ADP, NOUN
1954, ADP, NOUN, NUM
xCOMMA, NOUN, NUM, PUNCT
menjabarkan, NUM, PUNCT, VERB
detik, PUNCT, VERB, NOUN
dalam, VERB, NOUN, ADP
periode, NOUN, ADP, NOUN
putaran, ADP, NOUN, NOUN
bumi, NOUN, NOUN, NOUN
disekeliling, NOUN, NOUN, ADP
matahari, NOUN, ADP, NOUN
di, ADP, NOUN, ADP
saat, NOUN, ADP, NOUN
epoch, ADP, NOUN, ADJ
xCOMMA, NOUN, ADJ, PUNCT
karena, ADJ, PUNCT, SCONJ
pada, PUNCT, SCONJ, ADP
saat, SCONJ, ADP, NOUN
itu, ADP, NOUN, DET
telah, NOUN, DET, ADV
disadari, DET, ADV, VERB
bahwa, ADV, VERB, SCONJ
putaran, VERB, SCONJ, NOUN
bumi, SCONJ, NOUN, NOUN
di, NOUN, NOUN, ADP
sumbunya, NOUN, ADP, NOUN
tidak, ADP, NOUN, PART
cukup, NOUN, PART, ADV
seragam, PART, ADV, ADJ
untuk, ADV, ADJ, ADP
digunakan, ADJ, ADP, VERB
sebagai, ADP, VERB, ADP
standar, VERB, ADP, ADJ
waktu, ADP, ADJ, NOUN
xDOT, ADJ, NOUN, PUNCT
Kitab, UNKNOWN2, UNKNOWN1, NOUN
-, UNKNOWN1, NOUN, PUNCT
kitab, NOUN, PUNCT, NOUN
Injil, PUNCT, NOUN, PROPN
mencatat, NOUN, PROPN, VERB
bahwa, PROPN, VERB, SCONJ
Yesus, VERB, SCONJ, PROPN
sendiri, SCONJ, PROPN, ADV
jauh, PROPN, ADV, ADJ
-, ADV, ADJ, PUNCT
jauh, ADJ, PUNCT, ADJ
hari, PUNCT, ADJ, NOUN
telah, ADJ, NOUN, ADV
memberitahukan, NOUN, ADV, VERB
kematian, ADV, VERB, NOUN
-, VERB, NOUN, PUNCT
Nya, NOUN, PUNCT, PROPN
dan, PUNCT, PROPN, CCONJ
kebangkitan, PROPN, CCONJ, PROPN
-, CCONJ, PROPN, PUNCT
Nya, PROPN, PUNCT, PROPN
sebanyak, PUNCT, PROPN, ADP
empat, PROPN, ADP, NUM
kali, ADP, NUM, NOUN
xDOT, NUM, NOUN, PUNCT
Bau, UNKNOWN2, UNKNOWN1, NOUN
apakah, UNKNOWN1, NOUN, ADV
yang, NOUN, ADV, PRON
tercium, ADV, PRON, VERB
olehku, PRON, VERB, NOUN
?, VERB, NOUN, PUNCT
Kota, UNKNOWN2, UNKNOWN1, NOUN
ini, UNKNOWN1, NOUN, DET
tumbuh, NOUN, DET, VERB
dari, DET, VERB, ADP
asalnya, VERB, ADP, NOUN
yang, ADP, NOUN, PRON
tak, NOUN, PRON, PART
dikenal, PRON, PART, VERB
sebagai, PART, VERB, ADP
koloni, VERB, ADP, NOUN
orang, ADP, NOUN, NOUN
Funisia, NOUN, NOUN, PROPN
di, NOUN, PROPN, ADP
Afrika, PROPN, ADP, PROPN
Utara, ADP, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
melebar, PROPN, CCONJ, VERB
sampai, CCONJ, VERB, ADP
lereng, VERB, ADP, NOUN
Perbukitan, ADP, NOUN, PROPN
Sahel, NOUN, PROPN, PROPN
serta, PROPN, PROPN, CCONJ
pulau, PROPN, CCONJ, NOUN
lepas, CCONJ, NOUN, NOUN
pantai, NOUN, NOUN, NOUN
(, NOUN, NOUN, PUNCT
direklamasi, NOUN, PUNCT, VERB
), PUNCT, VERB, PUNCT
xDOT, VERB, PUNCT, PUNCT
Calon, UNKNOWN2, UNKNOWN1, PROPN
Pengantin, UNKNOWN1, PROPN, PROPN
(, PROPN, PROPN, PUNCT
Novel, PROPN, PUNCT, PROPN
), PUNCT, PROPN, PUNCT
berkisah, PROPN, PUNCT, VERB
tentang, PUNCT, VERB, ADP
Anggoro, VERB, ADP, PROPN
xCOMMA, ADP, PROPN, PUNCT
seorang, PROPN, PUNCT, DET
anggota, PUNCT, DET, NOUN
Intelijen, DET, NOUN, NOUN
anti, NOUN, NOUN, NOUN
teror, NOUN, NOUN, NOUN
ibukota, NOUN, NOUN, NOUN
yang, NOUN, NOUN, PRON
terperangkap, NOUN, PRON, VERB
cinta, PRON, VERB, NOUN
terlarang, VERB, NOUN, VERB
dengan, NOUN, VERB, ADP
MANDIRA, VERB, ADP, PROPN
Novel, ADP, PROPN, PROPN
ini, PROPN, PROPN, DET
tersedia, PROPN, DET, VERB
di, DET, VERB, ADP
toko, VERB, ADP, NOUN
-, ADP, NOUN, PUNCT
toko, NOUN, PUNCT, NOUN
buku, PUNCT, NOUN, NOUN
terdekat, NOUN, NOUN, ADJ
anda, NOUN, ADJ, PRON
xCOMMA, ADJ, PRON, PUNCT
seperti, PRON, PUNCT, ADP
di, PUNCT, ADP, ADP
Toko, ADP, ADP, NOUN
Buku, ADP, NOUN, NOUN
Gramedia, NOUN, NOUN, PROPN
xCOMMA, NOUN, PROPN, PUNCT
Salemba, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
ataupun, PROPN, PUNCT, CCONJ
Togamas, PUNCT, CCONJ, PROPN
xDOT, CCONJ, PROPN, PUNCT
Tim, UNKNOWN2, UNKNOWN1, PROPN
Merah, UNKNOWN1, PROPN, PROPN
yang, PROPN, PROPN, PRON
dipimpin, PROPN, PRON, VERB
kapten, PRON, VERB, NOUN
Mariko, VERB, NOUN, PROPN
Shinoda, NOUN, PROPN, PROPN
tampil, PROPN, PROPN, VERB
sebagai, PROPN, VERB, ADP
pemenang, VERB, ADP, NOUN
xDOT, ADP, NOUN, PUNCT
Bidikan, UNKNOWN2, UNKNOWN1, NOUN
belakang, UNKNOWN1, NOUN, NOUN
AK, NOUN, NOUN, PROPN
-, NOUN, PROPN, PUNCT
47, PROPN, PUNCT, PROPN
bisa, PUNCT, PROPN, VERB
diatur, PROPN, VERB, NOUN
xCOMMA, VERB, NOUN, PUNCT
dengan, NOUN, PUNCT, ADP
setingan, PUNCT, ADP, NOUN
jarak, ADP, NOUN, NOUN
yang, NOUN, NOUN, PRON
selisihnya, NOUN, PRON, ADV
masing, PRON, ADV, DET
-, ADV, DET, PUNCT
masing, DET, PUNCT, DET
100, PUNCT, DET, NUM
meter, DET, NUM, NOUN
xDOT, NUM, NOUN, PUNCT
Hal, UNKNOWN2, UNKNOWN1, NOUN
ini, UNKNOWN1, NOUN, DET
meningkatkan, NOUN, DET, VERB
posisi, DET, VERB, NOUN
dari, VERB, NOUN, ADP
perguruan, NOUN, ADP, NOUN
mereka, ADP, NOUN, PRON
xCOMMA, NOUN, PRON, PUNCT
sekaligus, PRON, PUNCT, ADV
memberikannya, PUNCT, ADV, VERB
kesempatan, ADV, VERB, NOUN
untuk, VERB, NOUN, ADP
membalas, NOUN, ADP, VERB
dendam, ADP, VERB, NOUN
atas, VERB, NOUN, ADP
kematian, NOUN, ADP, NOUN
ayahnya, ADP, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
Dane, UNKNOWN2, UNKNOWN1, PROPN
xCOMMA, UNKNOWN1, PROPN, PUNCT
yang, PROPN, PUNCT, PRON
diduga, PUNCT, PRON, VERB
banyak, PRON, VERB, DET
orang, VERB, DET, NOUN
telah, DET, NOUN, ADV
meninggal, NOUN, ADV, VERB
dalam, ADV, VERB, ADP
sebuah, VERB, ADP, DET
kecelakaan, ADP, DET, NOUN
mobil, DET, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
mengejutkan, NOUN, PUNCT, VERB
Pentagon, PUNCT, VERB, PROPN
saat, VERB, PROPN, SCONJ
mengambil, PROPN, SCONJ, VERB
alih, SCONJ, VERB, NOUN
Grazer, VERB, NOUN, PROPN
One, NOUN, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
bekerjasama, PROPN, CCONJ, VERB
dengan, CCONJ, VERB, ADP
teroris, VERB, ADP, NOUN
Timur, ADP, NOUN, PROPN
Tengah, NOUN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Namun, UNKNOWN2, UNKNOWN1, SCONJ
xCOMMA, UNKNOWN1, SCONJ, PUNCT
pada, SCONJ, PUNCT, ADP
akhirnya, PUNCT, ADP, NOUN
xCOMMA, ADP, NOUN, PUNCT
kegiatan, NOUN, PUNCT, NOUN
ini, PUNCT, NOUN, DET
diselenggarakan, NOUN, DET, VERB
oleh, DET, VERB, ADP
PERMIAS, VERB, ADP, PROPN
Berkeley, ADP, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
PERMIAS, PROPN, CCONJ, PROPN
San, CCONJ, PROPN, PROPN
Francisco, PROPN, PROPN, PROPN
pada, PROPN, PROPN, ADP
tanggal, PROPN, ADP, NOUN
14, ADP, NOUN, NUM
Februari, NOUN, NUM, PROPN
1998, NUM, PROPN, NUM
dengan, PROPN, NUM, ADP
nama, NUM, ADP, NOUN
Lomba, ADP, NOUN, PROPN
Karya, NOUN, PROPN, PROPN
Tulis, PROPN, PROPN, PROPN
Ilmiah, PROPN, PROPN, PROPN
Mahasiswa, PROPN, PROPN, PROPN
Indonesia, PROPN, PROPN, PROPN
(, PROPN, PROPN, PUNCT
LKTIMI, PROPN, PUNCT, NUM
), PUNCT, NUM, PUNCT
1998, NUM, PUNCT, NUM
xDOT, PUNCT, NUM, PUNCT
Bersikap, UNKNOWN2, UNKNOWN1, VERB
acuh, UNKNOWN1, VERB, VERB
tak, VERB, VERB, PART
acuh, VERB, PART, VERB
terhadap, PART, VERB, ADP
maksiat, VERB, ADP, NOUN
dan, ADP, NOUN, CCONJ
kemungkaran, NOUN, CCONJ, NOUN
yang, CCONJ, NOUN, PRON
berlaku, NOUN, PRON, VERB
di, PRON, VERB, ADP
depan, VERB, ADP, NOUN
mata, ADP, NOUN, NOUN
dapat, NOUN, NOUN, ADV
diertikan, NOUN, ADV, VERB
sebagai, ADV, VERB, ADP
persetujuan, VERB, ADP, NOUN
dan, ADP, NOUN, CCONJ
penyekutuan, NOUN, CCONJ, NOUN
terhadap, CCONJ, NOUN, ADP
perbuatan, NOUN, ADP, NOUN
mungkar, ADP, NOUN, ADJ
itu, NOUN, ADJ, DET
xDOT, ADJ, DET, PUNCT
Dibawah, UNKNOWN2, UNKNOWN1, ADP
Pimpinan, UNKNOWN1, ADP, NOUN
beliau, ADP, NOUN, PRON
pun, NOUN, PRON, PART
SMA, PRON, PART, PROPN
Negeri, PART, PROPN, PROPN
3, PROPN, PROPN, PROPN
Madiun, PROPN, PROPN, PROPN
terus, PROPN, PROPN, ADV
berkembang, PROPN, ADV, VERB
xDOT, ADV, VERB, PUNCT
Beberapa, UNKNOWN2, UNKNOWN1, DET
sumber, UNKNOWN1, DET, NOUN
sering, DET, NOUN, ADV
salah, NOUN, ADV, ADJ
menyebutkan, ADV, ADJ, VERB
bahwa, ADJ, VERB, SCONJ
yang, VERB, SCONJ, PRON
menemukan, SCONJ, PRON, VERB
kelenjar, PRON, VERB, NOUN
ini, VERB, NOUN, DET
adalah, NOUN, DET, AUX
kakeknya, DET, AUX, NOUN
seorong, AUX, NOUN, NOUN
teolog, NOUN, NOUN, NOUN
dan, NOUN, NOUN, CCONJ
ahli, NOUN, CCONJ, NOUN
anatomi, CCONJ, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
Caspar, NOUN, PUNCT, PROPN
Bartholin, PUNCT, PROPN, PROPN
tua, PROPN, PROPN, ADJ
(, PROPN, ADJ, PUNCT
1585, ADJ, PUNCT, NUM
-, PUNCT, NUM, PUNCT
1629, NUM, PUNCT, NUM
), PUNCT, NUM, PUNCT
xDOT, NUM, PUNCT, PUNCT
Meskipun, UNKNOWN2, UNKNOWN1, SCONJ
hampir, UNKNOWN1, SCONJ, ADV
semua, SCONJ, ADV, DET
wilayah, ADV, DET, NOUN
di, DET, NOUN, ADP
Eropa, NOUN, ADP, PROPN
Barat, ADP, PROPN, PROPN
dibawah, PROPN, PROPN, ADP
kekuasaan, PROPN, ADP, NOUN
Napoleon, ADP, NOUN, PROPN
(, NOUN, PROPN, PUNCT
prestasi, PROPN, PUNCT, NOUN
yang, PUNCT, NOUN, PRON
hanya, NOUN, PRON, ADV
bisa, PRON, ADV, ADV
dibandingkan, ADV, ADV, VERB
dengan, ADV, VERB, ADP
kekaisaran, VERB, ADP, NOUN
Romawi, ADP, NOUN, PROPN
tempo, NOUN, PROPN, NOUN
dulu, PROPN, NOUN, NOUN
), NOUN, NOUN, PUNCT
xCOMMA, NOUN, PUNCT, PUNCT
peperangan, PUNCT, PUNCT, NOUN
antara, PUNCT, NOUN, ADP
Perancis, NOUN, ADP, PROPN
dengan, ADP, PROPN, ADP
kekuatan, PROPN, ADP, NOUN
lain, ADP, NOUN, ADJ
di, NOUN, ADJ, ADP
benua, ADJ, ADP, NOUN
Eropa, ADP, NOUN, PROPN
selama, NOUN, PROPN, ADP
lebih, PROPN, ADP, ADV
dari, ADP, ADV, ADP
dua, ADV, ADP, NUM
dekade, ADP, NUM, NOUN
akhirnya, NUM, NOUN, ADV
sampai, NOUN, ADV, VERB
pada, ADV, VERB, ADP
titik, VERB, ADP, NOUN
penghabisan, ADP, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
Mereka, UNKNOWN2, UNKNOWN1, PRON
menyesali, UNKNOWN1, PRON, VERB
bahwa, PRON, VERB, SCONJ
selama, VERB, SCONJ, ADP
ini, SCONJ, ADP, DET
telah, ADP, DET, ADV
berbuat, DET, ADV, VERB
buruk, ADV, VERB, ADJ
kepada, VERB, ADJ, ADP
Bawang, ADJ, ADP, PROPN
Putih, ADP, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
memohon, PROPN, CCONJ, VERB
maaf, CCONJ, VERB, NOUN
pada, VERB, NOUN, ADP
Bawang, NOUN, ADP, PROPN
Putih, ADP, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Dia, UNKNOWN2, UNKNOWN1, PRON
dituntut, UNKNOWN1, PRON, VERB
untuk, PRON, VERB, ADP
membayar, VERB, ADP, VERB
keseluruhan, ADP, VERB, DET
bayaran, VERB, DET, NOUN
anggota, DET, NOUN, NOUN
lainnya, NOUN, NOUN, ADJ
yang, NOUN, ADJ, PRON
telah, ADJ, PRON, ADV
ia, PRON, ADV, PRON
selewengkan, ADV, PRON, VERB
xCOMMA, PRON, VERB, PUNCT
dan, VERB, PUNCT, CCONJ
menyerahkan, PUNCT, CCONJ, VERB
hak, CCONJ, VERB, NOUN
-, VERB, NOUN, PUNCT
hak, NOUN, PUNCT, NOUN
dari, PUNCT, NOUN, ADP
keluaran, NOUN, ADP, NOUN
Dead, ADP, NOUN, PROPN
Kennedys, NOUN, PROPN, PROPN
selama, PROPN, PROPN, ADP
ini, PROPN, ADP, DET
pada, ADP, DET, ADP
mantan, DET, ADP, NOUN
anggota, ADP, NOUN, NOUN
lainnya, NOUN, NOUN, ADJ
xCOMMA, NOUN, ADJ, PUNCT
yang, ADJ, PUNCT, CCONJ
mana, PUNCT, CCONJ, SCONJ
mereka, CCONJ, SCONJ, PRON
menemukan, SCONJ, PRON, VERB
label, PRON, VERB, NOUN
lainnya, VERB, NOUN, ADJ
untuk, NOUN, ADJ, ADP
mengeluarkan, ADJ, ADP, VERB
album, ADP, VERB, NOUN
-, VERB, NOUN, PUNCT
album, NOUN, PUNCT, NOUN
Dead, PUNCT, NOUN, PROPN
Kennedys, NOUN, PROPN, PROPN
terdahulu, PROPN, PROPN, ADJ
melalui, PROPN, ADJ, ADP
Manifesto, ADJ, ADP, PROPN
Records, ADP, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Selain, UNKNOWN2, UNKNOWN1, ADP
isu, UNKNOWN1, ADP, NOUN
-, ADP, NOUN, PUNCT
isu, NOUN, PUNCT, NOUN
penegakan, PUNCT, NOUN, NOUN
HAM, NOUN, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
LPHAM, NOUN, PUNCT, NOUN
di, PUNCT, NOUN, ADP
bawah, NOUN, ADP, ADP
koordinasi, ADP, ADP, NOUN
dosen, ADP, NOUN, NOUN
Hukum, NOUN, NOUN, PROPN
Islam, NOUN, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
Hukum, PROPN, CCONJ, PROPN
Tata, CCONJ, PROPN, PROPN
Negara, PROPN, PROPN, PROPN
Universitas, PROPN, PROPN, PROPN
Jakarta, PROPN, PROPN, PROPN
ini, PROPN, PROPN, DET
juga, PROPN, DET, ADV
aktif, DET, ADV, ADJ
mendorong, ADV, ADJ, VERB
penegakan, ADJ, VERB, NOUN
hukum, VERB, NOUN, NOUN
dibidang, NOUN, NOUN, ADP
pelestarian, NOUN, ADP, NOUN
lingkungan, ADP, NOUN, NOUN
yang, NOUN, NOUN, PRON
pada, NOUN, PRON, ADP
oktober, PRON, ADP, PROPN
2004, ADP, PROPN, NUM
menyelenggarakan, PROPN, NUM, VERB
serangkaian, NUM, VERB, DET
kampanye, VERB, DET, NOUN
penyelamatan, DET, NOUN, NOUN
Kawasan, NOUN, NOUN, PROPN
Ekosistem, NOUN, PROPN, PROPN
Leuser, PROPN, PROPN, PROPN
(, PROPN, PROPN, PUNCT
KEL, PROPN, PUNCT, PROPN
), PUNCT, PROPN, PUNCT
melalui, PROPN, PUNCT, ADP
diskusi, PUNCT, ADP, NOUN
xCOMMA, ADP, NOUN, PUNCT
pameran, NOUN, PUNCT, NOUN
dan, PUNCT, NOUN, CCONJ
sarana, NOUN, CCONJ, NOUN
sosialisasi, CCONJ, NOUN, NOUN
lainnya, NOUN, NOUN, ADJ
bagi, NOUN, ADJ, ADP
para, ADJ, ADP, DET
anggota, ADP, DET, NOUN
DPR, DET, NOUN, PROPN
dan, NOUN, PROPN, CCONJ
DPD, PROPN, CCONJ, PROPN
RI, CCONJ, PROPN, PROPN
hasil, PROPN, PROPN, NOUN
pemilu, PROPN, NOUN, NOUN
2004, NOUN, NOUN, NUM
untuk, NOUN, NUM, ADP
menentang, NUM, ADP, VERB
kebijakan, ADP, VERB, NOUN
pemerintah, VERB, NOUN, NOUN
yang, NOUN, NOUN, PRON
membangun, NOUN, PRON, VERB
jalan, PRON, VERB, NOUN
poros, VERB, NOUN, VERB
Ladia, NOUN, VERB, PROPN
Galaska, VERB, PROPN, PROPN
yang, PROPN, PROPN, PRON
melewati, PROPN, PRON, VERB
dan, PRON, VERB, CCONJ
merusak, VERB, CCONJ, VERB
KEL, CCONJ, VERB, PROPN
xDOT, VERB, PROPN, PUNCT
Pada, PROPN, PUNCT, ADP
awal, PUNCT, ADP, ADJ
